iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CAN,North America,Canada,01/01/2021,591149,3720,6.452.286,15806,44,120,15528.8,97.72,169.494,415.205,1.156,3.152,1.06,817,21.462,4212,110.644,,,,,132528,18097623,475.404,3.481,98943,2.599,0.065,15.3,tests performed,105269,105268,1,,6612,8075,0.28,0.28,0,,212,70.83,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,02/01/2021,598091,6942,6701,15914,108,123.286,15.711.158,182.358,176.028,418.042,2.837,3.239,1.07,814,21.383,3970,104.287,,,,,132347,18229970,478.88,3.477,99556,2.615,0.067,14.9,tests performed,109940,109939,1,,4671,8740,0.29,0.29,0,,230,70.83,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,03/01/2021,608734,10643,7.440.714,16006,92,119.286,15.990.737,279.579,195.459,420.459,2.417,3.133,1.08,840,22.066,4012,105.391,,,,,112605,18342575,481.838,2.958,101386,2.663,0.073,13.6,tests performed,115140,115139,1,,5200,8967,0.3,0.3,0,,236,70.83,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,04/01/2021,618801,10067,7.949.286,16247,241,131.286,16.255.186,264.448,208.819,426.79,6.331,3.449,1.07,833,21.882,4263,111.984,,,,,88136,18430711,484.153,2.315,103185,2.711,0.077,13,tests performed,138739,138738,1,,23599,11393,0.36,0.36,0,,299,70.83,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,05/01/2021,626129,7328,7758,16389,142,123,16.447.684,192.498,203.794,430.52,3.73,3.231,1.06,859,22.565,4457,117.08,,,,,83429,18514140,486.345,2.192,103907,2.73,0.075,13.4,tests performed,156548,156545,3,,17809,12036,0.41,0.41,0,,316,70.83,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,06/01/2021,634437,8308,7.694.857,16539,150,127,16.665.925,218.242,202.135,434.46,3.94,3.336,1.05,870,22.854,4651,122.176,,,,,83472,18597612,488.538,2.193,104774,2.752,0.073,13.6,tests performed,184625,184183,442,,28077,14134,0.48,0.48,0,,371,73.61,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,07/01/2021,642978,8541,7.935.571,16704,165,134.571,16.890.288,224.362,208.458,438.795,4.334,3.535,1.04,863,22.67,4592,120.627,,,,,118708,18716320,491.656,3.118,107318,2.819,0.074,13.5,tests performed,221739,220617,1122,,37114,17583,0.58,0.58,0,,462,73.61,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,08/01/2021,652373,9395,8.746.286,16846,142,148.571,17.137.083,246.796,229.755,442.525,3.73,3.903,1.03,873,22.933,4554,119.628,,,,,135490,18851810,495.215,3.559,107741,2.83,0.081,12.3,tests performed,263555,261463,2092,,41816,22612,0.69,0.69,0.01,,594,73.61,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,09/01/2021,659647,7274,8.793.714,16984,138,152.857,17.328.163,191.08,231.001,446.15,3.625,4.015,1.01,890,23.379,4527,118.919,,,,,146263,18998073,499.057,3.842,109729,2.882,0.08,12.5,tests performed,299744,296707,3037,,36189,27115,0.79,0.78,0.01,,712,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,10/01/2021,666375,6728,8.234.429,17074,90,152.571,17504.9,176.737,216.309,448.514,2.364,4.008,0.99,885,23.248,4525,118.867,,,,,141597,19139670,502.777,3.72,113871,2.991,0.072,13.8,tests performed,323140,320091,3049,,23396,29714,0.85,0.84,0.01,,781,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,11/01/2021,674624,8249,7.974.714,17199,125,136,17.721.591,216.692,209.487,451.798,3.284,3.573,0.97,894,23.484,4683,123.017,,,,,121039,19260709,505.957,3.18,118571,3.115,0.067,14.9,tests performed,361410,358355,3055,,38270,31810,0.95,0.94,0.01,,836,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,12/01/2021,681015,6391,7.840.857,17359,160,138.571,17.889.476,167.884,205.97,456.001,4.203,3.64,0.96,901,23.668,4879,128.166,,,,,95175,19355884,508.457,2.5,120249,3.159,0.065,15.3,tests performed,391390,387078,4312,,29980,33549,1.03,1.02,0.01,,881,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,13/01/2021,688097,7082,7.665.714,17539,180,142.857,18.075.512,186.036,201.369,460.729,4.728,3.753,0.94,924,24.272,4868,127.877,,,,,93543,19449427,510.914,2.457,121688,3.197,0.063,15.9,tests performed,422488,409248,13240,,31098,33980,1.11,1.08,0.03,,893,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,14/01/2021,695359,7262,7483,17686,147,140.286,18.266.276,190.764,196.57,464.591,3.862,3.685,0.93,924,24.272,4848,127.351,,,,,120037,19569464,514.067,3.153,121878,3.202,0.061,16.3,tests performed,463850,448027,15823,,41362,34587,1.22,1.18,0.04,,909,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,15/01/2021,702203,6844,7.118.571,17856,170,144.286,18446.06,179.784,186.997,469.056,4.466,3.79,0.92,908,23.852,4787,125.749,,,,,144244,19713708,517.856,3.789,123128,3.234,0.058,17.3,tests performed,512870,493516,19354,,49020,35616,1.35,1.3,0.05,,936,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,16/01/2021,708263,6060,6.945.143,17978,122,142,18.605.249,159.189,182.441,472.261,3.205,3.73,0.91,910,23.905,4706,123.621,,,,,146343,19860051,521.701,3.844,123140,3.235,0.056,17.7,tests performed,549257,528723,20534,,36387,35645,1.44,1.39,0.05,,936,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,17/01/2021,714316,6053,6.848.714,18106,128,147.429,18.764.254,159.005,179.908,475.624,3.362,3.873,0.89,894,23.484,4614,121.204,,,,,141710,20001761,525.423,3.723,123156,3.235,0.056,18,tests performed,576631,554842,21789,,27374,36213,1.51,1.46,0.06,,951,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,18/01/2021,720440,6124,6.545.143,18231,125,147.429,18.925.125,160.87,171.933,478.907,3.284,3.873,0.88,887,23.3,4645,122.019,,,,,120599,20122360,528.591,3.168,123093,3.234,0.053,18.8,tests performed,620930,598400,22530,,44299,37074,1.63,1.57,0.06,,974,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,19/01/2021,725599,5159,6.369.143,18382,151,146.143,19.060.646,135.521,167.31,482.874,3.967,3.839,0.87,890,23.379,4683,123.017,,,,,83617,20205977,530.788,2.197,121442,3.19,0.052,19.1,tests performed,660332,635558,24774,,39402,38420,1.73,1.67,0.07,,1009,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,20/01/2021,731371,5772,6182,18567,185,146.857,19.212.269,151.624,162.394,487.734,4.86,3.858,0.87,891,23.406,4612,121.152,,,,,79456,20285433,532.875,2.087,119429,3.137,0.052,19.3,tests performed,703461,665993,37468,,43129,40139,1.85,1.75,0.1,,1054,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,21/01/2021,737654,6283,6.042.143,18706,139,145.714,19.377.317,165.047,158.72,491.385,3.651,3.828,0.86,881,23.143,4490,117.947,,,,,122456,20407889,536.092,3.217,119775,3.146,0.05,19.8,tests performed,746228,702527,43701,,42767,40340,1.96,1.85,0.11,,1060,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,22/01/2021,743384,5730,5883,18887,181,147.286,19.527.837,150.52,154.54,496.14,4.755,3.869,0.86,874,22.959,4395,115.452,,,,,138310,20546199,539.725,3.633,118927,3.124,0.049,20.2,tests performed,784098,734071,50027,,37870,38747,2.06,1.93,0.13,,1018,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,23/01/2021,748123,4739,5.694.286,18992,105,144.857,19.652.325,124.488,149.582,498.898,2.758,3.805,0.85,895,23.511,4344,114.112,,,,,142228,20688427,543.461,3.736,118339,3.109,0.048,20.8,tests performed,811370,756964,54406,,27272,37445,2.13,1.99,0.14,,984,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,24/01/2021,752510,4387,5.456.286,19119,127,144.714,19.767.566,115.241,143.33,502.234,3.336,3.801,0.84,888,23.327,4204,110.434,,,,,129020,20817447,546.85,3.389,116527,3.061,0.047,21.4,tests performed,826726,769669,57057,,15356,35728,2.17,2.02,0.15,,939,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,25/01/2021,758142,5632,5386,19245,126,144.857,19.915.513,147.946,141.484,505.544,3.31,3.805,0.84,882,23.169,4165,109.41,,,,,106923,20924370,549.659,2.809,114573,3.01,0.047,21.3,tests performed,850439,785147,65292,,23713,32787,2.23,2.06,0.17,,861,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,26/01/2021,762368,4226,5.252.714,19392,147,144.286,20.026.525,111.012,137.983,509.405,3.862,3.79,0.83,870,22.854,4215,110.723,,,,,77462,21001832,551.694,2.035,113694,2.987,0.046,21.6,tests performed,879514,806018,73496,,29075,31312,2.31,2.12,0.19,,823,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,27/01/2021,766633,4265,5.037.429,19485,93,131.143,20.138.561,112.037,132.327,511.848,2.443,3.445,0.83,880,23.117,4087,107.361,,,,,76650,21078482,553.707,2.014,113293,2.976,0.044,22.5,tests performed,902506,819467,83039,,22992,28435,2.37,2.15,0.22,,747,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,28/01/2021,771358,4725,4.814.857,19676,191,138.571,20.262.682,124.12,126.481,516.866,5.017,3.64,0.83,862,22.644,3975,104.419,,,,,123413,21201895,556.949,3.242,113429,2.98,0.042,23.6,tests performed,927564,834614,92950,,25058,25905,2.44,2.19,0.24,,680,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,29/01/2021,776171,4813,4.683.857,19825,149,134,20.389.114,126.432,123.04,520.78,3.914,3.52,0.83,859,22.565,3890,102.186,,,,,132951,21334846,560.442,3.492,112664,2.96,0.042,24.1,tests performed,949385,847005,102380,,21821,23612,2.49,2.22,0.27,,620,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,30/01/2021,780147,3976,4.574.857,19958,133,138,20.493.558,104.445,120.176,524.274,3.494,3.625,0.83,834,21.908,3797,99.743,,,,,136926,21471772,564.039,3.597,111906,2.94,0.041,24.5,tests performed,964909,854030,110879,,15524,21934,2.53,2.24,0.29,,576,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,31/01/2021,783735,3588,4.460.714,20041,83,131.714,20.587.811,94.253,117.178,526.454,2.18,3.46,0.82,825,21.672,3617,95.014,,,,,121406,21593178,567.228,3.189,110819,2.911,0.04,24.8,tests performed,970644,857212,113432,,5735,20560,2.55,2.25,0.3,,540,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,01/02/2021,788323,4588,4.311.571,20145,104,128.571,20.708.333,120.521,113.26,529.186,2.732,3.377,0.82,819,21.514,3610,94.831,,,,,102060,21695238,569.909,2.681,110124,2.893,0.039,25.5,tests performed,989093,871090,118003,,18449,19808,2.6,2.29,0.31,,520,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,02/02/2021,791385,3062,4.145.286,20242,97,121.429,20.788.768,80.435,108.892,531.734,2.548,3.19,0.82,799,20.989,3649,95.855,,,,,70324,21765562,571.756,1.847,109104,2.866,0.038,26.3,tests performed,1000686,877753,122933,,11593,17310,2.63,2.31,0.32,,455,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,03/02/2021,794681,3296,4.006.857,20361,119,125.143,20875.35,86.582,105.255,534.86,3.126,3.287,0.82,788,20.7,3486,91.573,,,,,72422,21837984,573.659,1.902,108500,2.85,0.037,27.1,tests performed,1014360,882098,132262,,13674,15979,2.66,2.32,0.35,,420,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,04/02/2021,798650,3969,3.898.857,20486,125,115.714,20.979.611,104.261,102.418,538.144,3.284,3.04,0.83,770,20.227,3432,90.155,,,,,109852,21947836,576.544,2.886,106563,2.799,0.037,27.3,tests performed,1033903,889106,144797,,19543,15191,2.72,2.34,0.38,,399,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,05/02/2021,802904,4254,3819,20607,121,111.714,21.091.358,111.748,100.321,541.322,3.179,2.935,0.83,758,19.912,3312,87.002,,,,,124909,22072745,579.825,3.281,105414,2.769,0.036,27.6,tests performed,1057493,899388,158105,,23590,15444,2.78,2.36,0.42,,406,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,06/02/2021,806010,3106,3.694.714,20700,93,106,21172.95,81.591,97.056,543.765,2.443,2.784,0.83,747,19.623,3188,83.745,,,,,124016,22196761,583.083,3.258,103570,2.721,0.036,28,tests performed,1079202,907344,171858,,21709,16328,2.83,2.38,0.45,,429,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,07/02/2021,808973,2963,3.605.429,20760,60,102.714,21.250.784,77.835,94.71,545.341,1.576,2.698,0.84,750,19.702,3058,80.33,,,,,122198,22318959,586.293,3.21,103683,2.724,0.035,28.8,tests performed,1093062,913422,179640,,13860,17488,2.87,2.4,0.47,,459,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,08/02/2021,812700,3727,3.482.429,20830,70,97.857,21.348.688,97.904,91.479,547.18,1.839,2.571,0.84,742,19.491,3029,79.568,,,,,99304,22418263,588.902,2.609,103289,2.713,0.034,29.7,tests performed,1114446,923864,190582,,21384,17908,2.93,2.43,0.5,,470,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,09/02/2021,815526,2826,3.448.714,20914,84,96,21.422.924,74.236,90.594,549.387,2.207,2.522,0.84,702,18.441,2997,78.728,,,,,66348,22484611,590.645,1.743,102721,2.698,0.034,29.8,tests performed,1140762,933230,207532,,26316,20011,3,2.45,0.55,,526,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,10/02/2021,818967,3441,3.469.429,21007,93,92.286,21.513.315,90.391,91.138,551.83,2.443,2.424,0.85,697,18.309,2975,78.15,,,,,72486,22557097,592.549,1.904,102730,2.699,0.034,29.6,tests performed,1170829,942882,227947,,30067,22353,3.08,2.48,0.6,,587,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,11/02/2021,822038,3071,3.341.143,21089,82,86.143,21.593.987,80.672,87.768,553.984,2.154,2.263,0.85,667,17.521,2816,73.973,,,,,114132,22671229,595.547,2.998,103342,2.715,0.032,30.9,tests performed,1204243,955455,248785,3,33414,24334,3.16,2.51,0.65,0,639,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,12/02/2021,824754,2716,3.121.429,21168,79,80.143,21.665.333,71.346,81.996,556.059,2.075,2.105,0.86,647,16.996,2638,69.297,,,,,129621,22800850,598.952,3.405,104015,2.732,0.03,33.3,tests performed,1241937,969574,272358,5,37694,26349,3.26,2.55,0.72,0,692,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,13/02/2021,828335,3581,3.189.286,21238,70,76.857,21.759.401,94.069,83.779,557.898,1.839,2.019,0.87,629,16.523,2608,68.509,,,,,121554,22922404,602.145,3.193,103663,2.723,0.031,32.5,tests performed,1275636,982258,293373,5,33699,28062,3.35,2.58,0.77,0,737,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,14/02/2021,830352,2017,3.054.143,21261,23,71.571,21.812.386,52.984,80.229,558.502,0.604,1.88,0.87,630,16.549,2503,65.751,,,,,117756,23040160,605.238,3.093,103029,2.706,0.03,33.7,tests performed,1292405,984603,307797,5,16769,28478,3.39,2.59,0.81,0,748,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,15/02/2021,832058,1706,2.765.429,21298,37,66.857,21857.2,44.815,72.645,559.474,0.972,1.756,0.88,637,16.733,2542,66.775,,,,,98615,23138775,607.829,2.591,102930,2.704,0.027,37.2,tests performed,1302428,986310,316113,5,10023,26855,3.42,2.59,0.83,0,705,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,16/02/2021,836455,4397,2.989.857,21395,97,68.714,21.972.704,115.504,78.54,562.022,2.548,1.805,0.9,646,16.97,2531,66.486,,,,,70447,23209222,609.679,1.851,103516,2.719,0.029,34.6,tests performed,1329123,995027,334091,5,26695,26909,3.49,2.61,0.88,0,707,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,17/02/2021,838998,2543,2.861.571,21439,44,61.714,22.039.506,66.802,75.17,563.178,1.156,1.621,0.91,641,16.838,2504,65.777,,,,,68521,23277743,611.479,1.8,102949,2.704,0.028,36,tests performed,1349991,999981,350005,5,20868,25595,3.55,2.63,0.92,0,672,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,18/02/2021,842393,3395,2.907.857,21509,70,60,22.128.689,89.183,76.386,565.017,1.839,1.576,0.92,612,16.077,2497,65.593,,,,,88279,23366022,613.798,2.319,99256,2.607,0.029,34.1,tests performed,1377662,1007689,369968,5,27671,24774,3.62,2.65,0.97,0,651,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,19/02/2021,845454,3061,2.957.143,21581,72,59,22.209.098,80.409,77.681,566.908,1.891,1.55,0.93,597,15.682,2375,62.389,,,,,120726,23486748,616.97,3.171,97985,2.574,0.03,33.1,tests performed,1428358,1033536,394815,7,50696,26632,3.75,2.71,1.04,0,700,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,20/02/2021,848060,2606,2.817.857,21631,50,56.143,22.277.554,68.457,74.022,568.221,1.313,1.475,0.93,574,15.078,2335,61.338,,,,,129338,23616086,620.367,3.398,99097,2.603,0.028,35.2,tests performed,1479368,1067444,411913,11,51010,29105,3.89,2.8,1.08,0,765,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,21/02/2021,850617,2557,2895,21675,44,59.143,22.344.724,67.169,76.048,569.377,1.156,1.554,0.94,585,15.367,2274,59.735,,,,,112310,23728396,623.317,2.95,98319,2.583,0.029,34,tests performed,1521369,1096301,425056,12,42001,32709,4,2.88,1.12,0,859,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,22/02/2021,853901,3284,3.120.429,21724,49,60.857,22.430.991,86.267,81.97,570.664,1.287,1.599,0.95,595,15.63,2273,59.709,,,,,94745,23823141,625.806,2.489,97767,2.568,0.032,31.3,tests performed,1583558,1126317,457228,13,62189,40161,4.16,2.96,1.2,0,1055,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,23/02/2021,857206,3305,2.964.429,21763,39,52.571,22.517.809,86.819,77.872,571.689,1.024,1.381,0.95,604,15.866,2360,61.994,,,,,69679,23892820,627.637,1.83,97657,2.565,0.03,32.9,tests performed,1632259,1156542,475704,13,48701,43305,4.29,3.04,1.25,0,1138,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,24/02/2021,860200,2994,3.028.857,21810,47,53,22.596.458,78.649,79.565,572.923,1.235,1.392,0.96,617,16.208,2255,59.236,,,,,69040,23961860,629.45,1.814,97731,2.567,0.031,32.3,tests performed,1678643,1188387,490243,13,46384,46950,4.41,3.12,1.29,0,1233,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,25/02/2021,863301,3101,2.986.857,21868,58,51.286,22.677.918,81.46,78.461,574.447,1.524,1.347,0.96,604,15.866,2193,57.608,,,,,115846,24077706,632.493,3.043,101669,2.671,0.029,34,tests performed,1737754,1230424,507317,13,59111,51442,4.56,3.23,1.33,0,1351,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,26/02/2021,866528,3227,3.010.571,21916,48,47.857,22.762.687,84.77,79.084,575.708,1.261,1.257,0.97,605,15.893,2163,56.82,,,,,127724,24205430,635.849,3.355,102669,2.697,0.029,34.1,tests performed,1806381,1285672,520696,13,68627,54003,4.75,3.38,1.37,0,1419,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,27/02/2021,869058,2530,2.999.714,21961,45,47.143,22.829.147,66.46,78.799,576.89,1.182,1.238,0.97,585,15.367,2126,55.848,,,,,122987,24328417,639.079,3.231,101762,2.673,0.029,33.9,tests performed,1868171,1339462,528696,13,61790,55543,4.91,3.52,1.39,0,1459,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,28/02/2021,871243,2185,2.946.571,21995,34,45.714,22.886.545,57.397,77.403,577.783,0.893,1.201,0.98,601,15.788,2069,54.35,,,,,115600,24444017,642.116,3.037,102232,2.686,0.029,34.7,tests performed,1914342,1380245,534084,13,46171,56139,5.03,3.63,1.4,0,1475,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,01/03/2021,874909,3666,3.001.143,22018,23,42,22.982.846,96.302,78.837,578.387,0.604,1.103,0.98,602,15.814,2114,55.532,,,,,101453,24545470,644.781,2.665,103190,2.711,0.029,34.4,tests performed,1973986,1426539,547434,13,59644,55775,5.19,3.75,1.44,0,1465,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
CAN,North America,Canada,02/03/2021,877747,2838,2.934.429,22046,28,40.429,23.057.397,74.551,77.084,579.123,0.736,1.062,0.99,604,15.866,2166,56.898,,,,,75664,24621134,646.769,1.988,104045,2.733,0.028,35.5,tests performed,2048549,1490978,557558,13,74563,59470,5.38,3.92,1.46,0,1562,75.46,38067913,4.037,41.4,16.984,10.797,44.017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,,,,
